Title,Poster URL,Detected Language,Line 1,Line 2,Line 3,Error
The Associate,https://m.media-amazon.com/images/M/MV5BZDVmMzJkOWUtMjdjMi00NzA4LTgxMTItYjA4NjVjZDI0ZWU1XkEyXkFqcGc@.jpg,en,MOBLAND,Garamount+,BRUSNAN,
The Funeral,https://m.media-amazon.com/images/M/MV5BNzA0ZjcyODEtMjMzNi00NWQzLWJlNDItOTdkNjQzNTc5NDIxXkEyXkFqcGc@.jpg,en,3,W,V,
Sleepover,https://m.media-amazon.com/images/M/MV5BMTA4ODg1OTk2MjJeQTJeQWpwZ15BbWU3MDc4MzIyNzQ@.jpg,sl,sleepoler,"0,",Friends,
La fille seule,https://m.media-amazon.com/images/M/MV5BZjc1ZTg2ZWItMTY0ZS00ODNlLWEyMzItMWIyYzA5YTI2ODc2XkEyXkFqcGc@.jpg,fr,seule,fille,la,
The Eighth Day,https://m.media-amazon.com/images/M/MV5BOTZlNzVlYjYtZTNlZS00ZjA3LTk1NDUtODdmYzRlMmExNDc2XkEyXkFqcGc@.jpg,en,EIGHTH,THE,Pascal Duquenne,
North Star,https://m.media-amazon.com/images/M/MV5BZjAxY2VkMTctMWU2Yy00YTFmLWFmMTAtZjNmZTdmYTgzY2VmXkEyXkFqcGc@.jpg,en,,,,
Drunks,https://m.media-amazon.com/images/M/MV5BNzc3ODE3MTgtYjgxZS00MWE2LThlMDMtYWVlOTA2MjlkNWU2XkEyXkFqcGc@.jpg,de,Faye,Gravity,Posey,
The People vs. Larry Flynt,https://m.media-amazon.com/images/M/MV5BNDU2ZTYxMDItNzRjNy00YWNkLTg1YTAtYmZlYTQxMzA3NjFmXkEyXkFqcGc@.jpg,en,The People vs,Flyut,to give up his right to do it?,
Plutonium Circus,https://m.media-amazon.com/images/M/MV5BMTc5MDAwNDE5N15BMl5BanBnXkFtZTcwNjEwMDcxMQ@@.jpg,ro,1,8,8,
A Perfect Candidate,https://m.media-amazon.com/images/M/MV5BMTMzMjgyMjI2N15BMl5BanBnXkFtZTcwMzg1NTUyMQ@@.jpg,en,CANDIDATE,A,voting,
On Golden Pond,https://m.media-amazon.com/images/M/MV5BZmI3OGQ0YjQtZjNkYi00NmEzLWE5NjMtMTdkYjA4YTdiYzBiXkEyXkFqcGc@.jpg,nl,when love is at its fullest.,when life is at its finest.,BRUCE GILBERT,
The Return of the Pink Panther,https://m.media-amazon.com/images/M/MV5BZTFkNDljYjgtZmQ3NS00MDkxLTk3OGItNzZlZTgxZTAzN2JlXkEyXkFqcGc@.jpg,en,CHRISTOPHER PLUMMER,PETER SELLERS,CATHERINE SCHELL,
The Abyss,https://m.media-amazon.com/images/M/MV5BMGRkNzJlNjgtZmUwYS00Y2U3LTljZDctMTQxYWIxOWVjMzNjXkEyXkFqcGc@.jpg,en,ALIENS,THE,TERMINATOR,
Escape from New York,https://m.media-amazon.com/images/M/MV5BMTUzMTY0Nzg0MV5BMl5BanBnXkFtZTgwMDU3MzQxMDE@.jpg,en,Now,cly,JOE,
The Howling,https://m.media-amazon.com/images/M/MV5BM2RhZWNhZWYtOTVkZS00N2Q4LTk3MmQtNDI1YTVjZmY3NmRjXkEyXkFqcGc@.jpg,en,reality:,The fright begins this fall,a,
Jean de Florette,https://m.media-amazon.com/images/M/MV5BZjliZjBkNTEtODcyOS00ZGFlLWFmMTAtMTBmOTJkNmQ4MDgwXkEyXkFqcGc@.jpg,fr,JEANde FLORETTE,GERARD DEPARDIEU,DANIEL AUTEUIL,
Manon of the Spring,https://m.media-amazon.com/images/M/MV5BYTQwZWUyNTgtYTU5My00YjdiLTg5NGQtN2JhMjE4MzY4NjAzXkEyXkFqcGc@.jpg,en,MANON,SPRING,OF THE,
Talking About Sex,https://m.media-amazon.com/images/M/MV5BNWYwZTQyMzEtMjAwNi00NGRiLWJkMzItZDA4ZDkxODRiYzA5XkEyXkFqcGc@.jpg,en,Sex,BREEZY,KIM WAYANS,
Johnny One Hundred Pesos,https://m.media-amazon.com/images/M/MV5BMTI0MDMwODg5N15BMl5BanBnXkFtZTcwNzgyOTUxMQ@@.jpg,en,OHNNY,100 PESOS=,,
Private Benjamin,https://m.media-amazon.com/images/M/MV5BMjIyNjkxMjUyMF5BMl5BanBnXkFtZTgwMzU0MjEyMDE@.jpg,hr,IINJAMIN,until Judy Benjamin joined it.,The Army was no laughing matter,
Hustler White,https://m.media-amazon.com/images/M/MV5BMTI0MTA5NzUyNF5BMl5BanBnXkFtZTcwMTk1MzMyMQ@@.jpg,de,HUSILER,TE,R FILM BY,
Dadetown,https://m.media-amazon.com/images/M/MV5BZmIwZjdmNDctMGVlOS00MjA3LTkzNTktYWRlYmI2ZjM0N2MyXkEyXkFqcGc@.jpg,pl,DADETOW N,Big,A Film With A,
Everything Relative,https://m.media-amazon.com/images/M/MV5BMTc1Mjc2MzExMV5BMl5BanBnXkFtZTcwNzEyMTUyMQ@@.jpg,en,evergtthing,relative,18,
Entertaining Angels The Dorothy Day Story,https://m.media-amazon.com/images/M/MV5BMTU5Nzc5MTYyNl5BMl5BanBnXkFtZTcwMDkwMTQyMQ@@.jpg,en,ANGELS,ENTERTAINING,,
Three Lives and Only One Death,https://m.media-amazon.com/images/M/MV5BZGMzNDMwMDUtMDJiZS00MTNjLWE2ZDktOGNkZDBkY2Y1MDc2XkEyXkFqcGc@.jpg,en,Marcello Mastroianni,film de Raoul Ruiz,En (ompetition,
The Line King The Al Hirschfeld Story,https://m.media-amazon.com/images/M/MV5BMjE5MTMwMDY5NV5BMl5BanBnXkFtZTcwMDMwOTUyMQ@@.jpg,en,LiNE,KING,THE,
Snowriders,https://m.media-amazon.com/images/M/MV5BNjM0MzY3NjU2MF5BMl5BanBnXkFtZTcwMzU5MTEyMQ@@.jpg,en,Snowriders,Hot Music,,
Curtis s Charm,https://m.media-amazon.com/images/M/MV5BOTJiYjJiOWQtOTE5Ny00OTE3LTlhYjktYTQ2NWY5ZmFhMmY1XkEyXkFqcGc@.jpg,en,C HAR M,By Jim CARROLL,DISTILLATION ROCKS THE JOINTI,
When We Were Kings,https://m.media-amazon.com/images/M/MV5BMTQ4NjU3MzI3NF5BMl5BanBnXkFtZTgwMjYyODU3MDI@.jpg,de,KINGS,WERE,WHEN,
The Wrong Trousers,https://m.media-amazon.com/images/M/MV5BZGI0ZjU1ZmUtZmRlZC00Yjg3LWI1MjktM2YwYmU1NGNiYzU0XkEyXkFqcGc@.jpg,en,Gromit,WRONG,THE,
JLG JLG - autoportrait de d cembre,https://m.media-amazon.com/images/M/MV5BOTYwZjA2OTgtOGEwZC00M2VkLTllZTUtYmU5YzIyMWFlNTc5XkEyXkFqcGc@.jpg,fr,d,Kozo,Pierre Aloin Besse,
Faust,https://m.media-amazon.com/images/M/MV5BNDRjZDMwMGItOGY1MS00YmExLWI3N2ItNjk5MTA2N2QxMTI0XkEyXkFqcGc@.jpg,de,HAUPTDARSTEMIL,JANNINGSIGOESTA,REGIE;,
He Walked by Night,https://m.media-amazon.com/images/M/MV5BZjUyYTU1MmEtNTM1Mi00NjgzLWIyZDQtOTBjZDhhNTQ4NDE0XkEyXkFqcGc@.jpg,en,By,Night,Walked,
Raw Deal,https://m.media-amazon.com/images/M/MV5BYTA4NDFlZmYtNTU4Mi00NDdiLTg2NTEtNDhlNjkxNWMxYzg5XkEyXkFqcGc@.jpg,en,SCHWARZENFACER,(gives,Baw Doal,
Zaproszenie,https://m.media-amazon.com/images/M/MV5BMTkzODMwNDkzOF5BMl5BanBnXkFtZTgwNDA4NzA1ODE@.jpg,pl,Invitation,shocking thriller all year:,Village Voice,
I bambini ci guardano,https://m.media-amazon.com/images/M/MV5BYzE3OTg2MmYtNmNkMy00ZDNmLTlkNDgtMjM5MzgyYWY4OWZkXkEyXkFqcGc@.jpg,id,0,"""PRICO'",(.G.VIOLA,
Pastoral Symphony,https://m.media-amazon.com/images/M/MV5BMGRjOWRjMjAtNGE0My00NjI4LTkxYjktOThhNjczY2Q2OGE5XkEyXkFqcGc@.jpg,en,PASTORALE,SYMPHONIE,UN FILM DE JEAN DELANNOY,
Six of a Kind,https://m.media-amazon.com/images/M/MV5BMTY5NzQ5MjU0NV5BMl5BanBnXkFtZTgwMzIyMzQwMjE@.jpg,en,KIND,SIX,CHARLIE RUGGLES,
The Ruling Class,https://m.media-amazon.com/images/M/MV5BMGRjNjJhMTYtMjQyOS00MDFhLTgzMTktYmNmNjNmYTQwYTg2XkEyXkFqcGc@.jpg,en,RULING CLASS,THE,PETER O TOOLE,
Mina Tannenbaum,https://m.media-amazon.com/images/M/MV5BMTgzOTMxNTc3NV5BMl5BanBnXkFtZTcwOTE5MjcxMQ@@.jpg,de,mina,tannenbaum,EXTRAORDINARY:,
2 ou 3 choses que je sais d elle,https://m.media-amazon.com/images/M/MV5BNjZmY2Y2NmEtMjE3NS00Y2I1LWFmNjAtZGNkNDVjNWQyNjQ5XkEyXkFqcGc@.jpg,fr,que je sais delle,ans,deux ou trois choses,
The Bloody Child,https://m.media-amazon.com/images/M/MV5BMTQ4OTI1MTMwN15BMl5BanBnXkFtZTcwNTQ3MjUzMQ@@.jpg,en,FAcETS,Officlal Selection,,
Dear God,https://m.media-amazon.com/images/M/MV5BNmVlMTMzMmUtMDUzNi00ZTgwLWFiZmQtOGM0NTZlMTc1YTZiXkEyXkFqcGc@.jpg,cy,Somebody is answering,Many people write to God.,NOVEMBER 1,
Bad Moon,https://m.media-amazon.com/images/M/MV5BYjBkYzY5MzMtYmFlNS00NGVlLWFjMGEtYjZiMzdjNzRhZGI5XkEyXkFqcGc@.jpg,so,Half wolf:,Half man.,Total terror,
American Dream,https://m.media-amazon.com/images/M/MV5BMDA0OTliZGEtZGUxMy00ZWVhLWJmZDYtOTg0OTRlYTNlMjVhXkEyXkFqcGc@.jpg,en,A N,M,D,
Best of the Best 3 No Turning Back,https://m.media-amazon.com/images/M/MV5BMTA3Mjc1ZDEtOWFmMy00YzI5LTk4MzgtZWEyZGJkYjYwM2E5XkEyXkFqcGc@.jpg,en,BEST3,BEST,OF,
Bob Roberts,https://m.media-amazon.com/images/M/MV5BNDkzMzE3YWItMDhhOC00MDU2LThjZmUtODAyZjZiMWViYmE4XkEyXkFqcGc@.jpg,de,BOB,QUESTIONS,VOTE,
The Cook the Thief His Wife Her Lover,https://m.media-amazon.com/images/M/MV5BZDc5ZWRmYzctODBlNy00Mjc1LWIyZGQtYWI5MTgyMDQzYjkzXkEyXkFqcGc@.jpg,en,"COOK,",THIEEF,THE,
Delicatessen,https://m.media-amazon.com/images/M/MV5BMGM3ZjE4ZjMtOGIxNi00ODc3LWI2OGQtY2E5MDlkMjAwZWZjXkEyXkFqcGc@.jpg,it,"THIS MOVIEI""",PREPARE,TO FEAST,
The Double Life of Veronique,https://m.media-amazon.com/images/M/MV5BNTFhMWQ1YzEtYTlhOS00ZWMxLTg4ZjMtMjJjNjZiMDJhMjMyXkEyXkFqcGc@.jpg,en,,,,
Enchanted April,https://m.media-amazon.com/images/M/MV5BODAyMWViYWMtODE5Yy00ODI4LWE5ZjctYmYwYTMyNTcyZjg4XkEyXkFqcGc@.jpg,en,APRIL,ENCHANTED,"YOULL LOVE 'ENCHANTED APRILI""",
Paths of Glory,https://m.media-amazon.com/images/M/MV5BNmQ2NmI2ODYtMDQzNS00NzQyLTkzZjgtZmZlYTQ5MTc1OWU3XkEyXkFqcGc@.jpg,en,DoUGLAS,KRK,NO-MANS,
The Grifters,https://m.media-amazon.com/images/M/MV5BYTcyNDA4Y2ItZGJiNy00YWJjLWFhNDgtMzM4M2NkNWQ1NDVmXkEyXkFqcGc@.jpg,en,SEDUGTION: BEIRAYAL MURDER,WHOS CONNING WHO?,ANJELICA,
Hear My Song,https://m.media-amazon.com/images/M/MV5BMDk5MGY3MTItNDc4Ni00MDFhLTk0NWItMzE4MjZmMWI0NTcwXkEyXkFqcGc@.jpg,en,On VIDEOCASSETTE,You are going to love this movie!,"Terrilic and wonderfull""",
Madonna Truth or Dare,https://m.media-amazon.com/images/M/MV5BYjliZDQ2MzMtZDE3ZC00ZTA4LWE5OWEtMGI1N2RiOGFmMmEzXkEyXkFqcGc@.jpg,en,TRUTH OR DARE,The Ultimate Dare,is to tell the Truth:,
One Flew Over the Cuckoo s Nest,https://m.media-amazon.com/images/M/MV5BYjBkMjgzMzYtNzRiMS00NDc3LWE4YTUtZjYxYjZhNjNhYzhhXkEyXkFqcGc@.jpg,en,Fantasy' Films,Starrmd,Unted Artists,
The Manchurian Candidate,https://m.media-amazon.com/images/M/MV5BMGVkNDJkYWYtYjE4Yy00OTEzLThkOTUtZTJiMjRkYzliNDk3XkEyXkFqcGc@.jpg,en,CANDIDATE,MANCHURIAN,THE,
Pump Up the Volume,https://m.media-amazon.com/images/M/MV5BMzg0ZjRhNWQtYWEyNy00YTgxLThkZWItOWU0MTdkNmI2YWFmXkEyXkFqcGc@.jpg,en,STEAL,HUPEHTHAHUEY,SHHDYSTEHH,
Arsenic and Old Lace,https://m.media-amazon.com/images/M/MV5BZmRhYTJlOTktMjg2NC00MmZmLWE2YzAtZWUwNzU4ZWY1ODlhXkEyXkFqcGc@.jpg,en,GRAT,CAry,WARNER BROS,
Back to the Future,https://m.media-amazon.com/images/M/MV5BZmM3ZjE0NzctNjBiOC00MDZmLTgzMTUtNGVlOWFlOTNiZDJiXkEyXkFqcGc@.jpg,en,STEVEN SPIELBERG Presents,NEIL CANTON,ROBERT ZEMECKIS Film,
Patton,https://m.media-amazon.com/images/M/MV5BYzQwNmI5MDItMGEyZi00Y2FjLTkzMTUtOTliOTIyOWRlN2Q0XkEyXkFqcGc@.jpg,it,<YOU MAY NEVER HAVE ANOTHER,'THE EPIC AMERICAN WAR MOVIE,WANTED TO MAKE BUT NEVER HAD,
Down by Law,https://m.media-amazon.com/images/M/MV5BNjAxNDRhM2UtYTRkNS00YzlkLTkxZDMtYzg4MDAyZGQwM2Q4XkEyXkFqcGc@.jpg,en,DOWN,BY,"""Three of the damnedest performances",
Akira,https://m.media-amazon.com/images/M/MV5BM2NiMTIzZWEtM2Y2ZS00NTg1LTlhZTgtOThjMTkwNzQ4NzBlXkEyXkFqcGc@.jpg,lt,ME,TKESH BEYHH,DFTHE VORLD VAS DNLY THE BEGINNING,
Highlander,https://m.media-amazon.com/images/M/MV5BMDUzODA3ZDctODM1MS00YzY0LWI1MzUtZTU0N2UzYjRhY2M3XkEyXkFqcGc@.jpg,de,City,He will fight his greatest battle,He fought his first battle,
Cool Hand Luke,https://m.media-amazon.com/images/M/MV5BYzI1NzBkNmMtOWRmMS00YmY2LTk5MjQtZjAzMmIwZDQ2M2UwXkEyXkFqcGc@.jpg,en,LUKE,GEORGE KENNEDY: J D. CANNON,The man_-and the motion picture that simply do not conform:,
Young Frankenstein,https://m.media-amazon.com/images/M/MV5BMTEwNjg2MjM2ODFeQTJeQWpwZ15BbWU4MDQ1MDU5OTEx.jpg,de,MEL BROOKS,FILM,CLORIS LEACHMAN,
Raise the Red Lantern,https://m.media-amazon.com/images/M/MV5BZjZlMThlZTktOGYxNS00NjY0LWFkMzAtMjNiOTYxYjYxZWFmXkEyXkFqcGc@.jpg,en,BY ZHANG YIMOU,"CHINA,1920.","ONE MASTER, FOUR WIVES",
High Noon,https://m.media-amazon.com/images/M/MV5BMmJiZjA3ODgtNWI1Zi00OTA1LTkyNTMtZTA1NGYwOTQyZTA3XkEyXkFqcGc@.jpg,en,the story of a man who was too proud to run!,STANLEY KRAMER PRODUCTIONS presents,"STANLEY KRAMER PRODUCTIONS presents GARY COOPER in ""HIGH NOON""",
Somewhere in Time,https://m.media-amazon.com/images/M/MV5BNjJjNjhjMDUtNDJjMC00ZmE5LTlkN2UtNWI0YjY4ZGNmZWE3XkEyXkFqcGc@.jpg,en,Someday in the past he will find her _,JEANNOT SZWARC,JANE SEYMOUR ' CHRISTOPHER PLUMMER,
This Is Spinal Tap,https://m.media-amazon.com/images/M/MV5BMTQ2MTIzMzg5Nl5BMl5BanBnXkFtZTgwOTc5NDI1MDE@.jpg,en,STHE FUNNIEST ROCK MOVIE,EVER MADE',SHILARIOUS _,
Koyaanisqatsi,https://m.media-amazon.com/images/M/MV5BZWI2OWRmMGQtYmIxNS00MjgxLWIyMjUtMGY4NmQ2OWQyMmMwXkEyXkFqcGc@.jpg,so,experiencea remarkable film event:,power of that experience,City,
Indiana Jones and the Last Crusade,https://m.media-amazon.com/images/M/MV5BNGIxNzQ0YzYtMjNmYi00YjBlLWFjNzEtNGE3ZGFmYTczM2MwXkEyXkFqcGc@.jpg,en,OPENS WEDNESDAY MAY 24 AT THEATRES EVERYWHERE,Mhu,Last crusade,
Gandhi,https://m.media-amazon.com/images/M/MV5BNTg3ODhlZTEtM2Q3MC00YzMxLWJjN2YtOWUyMDIyYTlhYzM3XkEyXkFqcGc@.jpg,so,GANDHI,AWORLD EVENT,people,
A Room with a View,https://m.media-amazon.com/images/M/MV5BOTkwNTZhMWUtOTNmZC00NmE0LWExOGItMzJiNzEyNWNmODI1XkEyXkFqcGc@.jpg,en,with a View,A Room,Cinecom,
Real Genius,https://m.media-amazon.com/images/M/MV5BNTQ5MzU3ODg0OF5BMl5BanBnXkFtZTgwODM0MzQxMDE@.jpg,ro,MEET CHRIS KNIGHT THE EINSTEIN OFTHE 80's.,Toxic,WASTE,
Pink Floyd The Wall,https://m.media-amazon.com/images/M/MV5BNzMxZGFhMTUtZGJjYS00Njc4LTk1NTktZmYzNjI0MzQxZDU3XkEyXkFqcGc@.jpg,en,WrTA,Rlcr,RI,
Forbidden Planet,https://m.media-amazon.com/images/M/MV5BMjY4NGVmMzctYjFmYS00MDk3LTlkNDktNDdjMjhlYmY1YmI3XkEyXkFqcGc@.jpg,da,M.GM,pRODUCED BY,AND,
Field of Dreams,https://m.media-amazon.com/images/M/MV5BZTEwMGYzNDktOWEyMi00NTJjLWE5MGQtNmNlNDkxOTYyZDA5XkEyXkFqcGc@.jpg,en,FIELD QEDREAMS,looking for,searching for his dreams,
The Man Who Would Be King,https://m.media-amazon.com/images/M/MV5BYTE2MGQyYWItZTQxMy00MzVjLTljZjItMWE0MjJhMzZiZTkxXkEyXkFqcGc@.jpg,en,Jaffrey=,'and intodueing Shakira Gaine,Aso starrng Saaed,
Butch Cassidy and the Sundance Kid,https://m.media-amazon.com/images/M/MV5BMTkyMTM2NDk5Nl5BMl5BanBnXkFtZTgwNzY1NzEyMDE@.jpg,en,PAUL NEWMAN,THE SUNDANCE KId,ROBERT REDFORD,
Paris Texas,https://m.media-amazon.com/images/M/MV5BYWY5YzE4YmUtZWFhMS00YjYxLWI5ZGUtNDEyNmMzNDVjMGEwXkEyXkFqcGc@.jpg,en,PARISTEXAS,Sulphur,Clea,
I Shot a Man in Vegas,https://m.media-amazon.com/images/M/MV5BNjg1OTM1MDMyMF5BMl5BanBnXkFtZTcwNjAwMjkzMQ@@.jpg,en,SHOT AMAN IN VEGAS,IE;,15,
Parallel Sons,https://m.media-amazon.com/images/M/MV5BMTcxMTc4NjgzN15BMl5BanBnXkFtZTcwNTcyNTY1Mw@@.jpg,it,PARALLEL SONS,official Selection,,
Santa with Muscles,https://m.media-amazon.com/images/M/MV5BZDBiOWEzY2MtZjZiOC00OTQ0LWFiMWMtN2NhMzU5NTdlZjIwXkEyXkFqcGc@.jpg,en,SANTAO,WITH,,
Female Perversions,https://m.media-amazon.com/images/M/MV5BNDJjZTBkN2UtMTU1Ni00NjQ1LWJiNzItNDY2MTkxZDIzNjU0XkEyXkFqcGc@.jpg,en,male,PERVERSIONS,Swinton,
Mad Dog Time,https://m.media-amazon.com/images/M/MV5BOWI3YmU4ZjMtNWQ3MC00YWNlLWFiNDMtZmM3OWUzZGMwNmJlXkEyXkFqcGc@.jpg,hr,MAD,Ererybody $ Coing Out With,LARRYBISHOP   GREGDRYHINES   KYLEMAcLACHLAN   BURTREYNOLOS,
Breathing Room,https://m.media-amazon.com/images/M/MV5BMTg4NzkxNzIyNF5BMl5BanBnXkFtZTcwNDg1NTU3MQ@@.jpg,en,BG,IMACINATION,,
Paris Was a Woman,https://m.media-amazon.com/images/M/MV5BMTM5NDk3MDI4MF5BMl5BanBnXkFtZTcwNjAzOTYyMQ@@.jpg,en,A Flm Ly Grela Schiller,ZEITGEIST VIDEO,,
Blue Juice,https://m.media-amazon.com/images/M/MV5BMmNjNzM4NDQtNjQ4MS00NzAzLTkzOTYtOTFiMTg0OGNiZjI0XkEyXkFqcGc@.jpg,fr,,,,
Amityville It s About Time,https://m.media-amazon.com/images/M/MV5BMWE3NWIzOTUtZWJmMy00ODRjLTk5ZWItZDk5Y2M1OWQ0YjY0XkEyXkFqcGc@.jpg,en,A,MITYVILIE,Irs ABOUT,
Amityville Dollhouse,https://m.media-amazon.com/images/M/MV5BZWU0NmMyZmEtMjkzYy00MzlhLWE1N2UtZGExYTU5MzVkZDA2XkEyXkFqcGc@.jpg,fi,AMITYVILE,,,
Amityville A New Generation,https://m.media-amazon.com/images/M/MV5BNzc4NWIwNTEtNWVhYi00MjIxLWE5NGYtN2JhOGY3M2JiMzJhXkEyXkFqcGc@.jpg,en,A NEW GENERATION,teRROR HAS A REFLECTION OF IT'S OWN,MULTICOM,
Amityville II The Possession,https://m.media-amazon.com/images/M/MV5BMTYwMTAyOTY4OF5BMl5BanBnXkFtZTcwNjMwODQ2NA@@.jpg,en,THE POSSESSION,SALE,FOR,
The Amityville Horror,https://m.media-amazon.com/images/M/MV5BMzc1Njc2NDc3NV5BMl5BanBnXkFtZTYwODYyNzI3.jpg,en,AMITYVILLE,H 0 RIR 0 R,Th E,
The Amityville Curse,https://m.media-amazon.com/images/M/MV5BYjEyYjdlNmEtYzY0Ny00MjYxLWE3ZDItOTY4MjFmZmU3NWEwXkEyXkFqcGc@.jpg,en,Amitywille,CURSE,The,
Audrey Rose,https://m.media-amazon.com/images/M/MV5BMGUzODljNmQtODg0My00ZTk3LWEwM2ItOGM3NjQ4MzQ1MWNmXkEyXkFqcGc@.jpg,en,Suppose it was true?,Suppose you began to,Suppose a stranger told you your daughter,
The Believers,https://m.media-amazon.com/images/M/MV5BYjQ2MWI2M2YtMjY1Mi00OTJkLThhZmUtYzI3MWM5ZDA5MGFjXkEyXkFqcGc@.jpg,en,BELIEVERS,THEY KNOW WHIO YOU ARE;,MHE,
The Birds,https://m.media-amazon.com/images/M/MV5BMTAxNDA1ODc5MDleQTJeQWpwZ15BbWU4MDg2MDA4OTEx.jpg,en,"TheBirds""",HITCHCOCKS,ALFRED,
The Blob,https://m.media-amazon.com/images/M/MV5BYjE5NDIzZmQtYzdmNy00NjMxLTk3NjUtY2I2MTllNTU0YzRkXkEyXkFqcGc@.jpg,en,THE,shape;,CHUCK RUSSELL Fi,
Body Parts,https://m.media-amazon.com/images/M/MV5BM2U5ZWQ3MDQtZWJmMS00NTBlLTk5NjktMjdmMzUxOGNlZDgxXkEyXkFqcGc@.jpg,en,live;,the heart;,Where does,
The Body Snatcher,https://m.media-amazon.com/images/M/MV5BNDJkMWM5ZTEtNDJiZi00OWU2LWEwYzAtZGMzMzc1N2YzMGJjXkEyXkFqcGc@.jpg,en,STEVENSONs,Soris,SHARYN MOFFET,
Dracula,https://m.media-amazon.com/images/M/MV5BMmVhNzhlMzMtYjJkNy00ODU4LWJmMjUtYzdlMGI3MTQ3YzBhXkEyXkFqcGc@.jpg,ro,Ia,L 0 V E,N E V E R,
Bride of Frankenstein,https://m.media-amazon.com/images/M/MV5BNTExZmY1YjAtMjc1MS00NGZhLWJjMGEtYjk3MTQyZTNmNGE2XkEyXkFqcGc@.jpg,af,BRIDE,FRANKENSTEIN,KARLOFF,
Burnt Offerings,https://m.media-amazon.com/images/M/MV5BMjEzNzYzNTc3Nl5BMl5BanBnXkFtZTgwMDUwNTkyMTE@.jpg,de,OFFERINGS,BURNT,Up,
Candyman,https://m.media-amazon.com/images/M/MV5BMmZhN2NhOTEtMmVhZC00NWM5LWE4ODgtZGUwMDQxOGViNjY4XkEyXkFqcGc@.jpg,cy,FROM THE CHILLING IMAGINATION OF CLIVE BARKER,PolyGram,',
Cape Fear,https://m.media-amazon.com/images/M/MV5BNTBkNTYwZTctOTgxYS00ZmIyLTgzNDAtODJhZjg2MDUwNmFlXkEyXkFqcGc@.jpg,ro,JESSICA LANGE,ROBERT DENIRO,NICK NOLTE,
A Nightmare on Elm Street,https://m.media-amazon.com/images/M/MV5BNTZmN2VlMWMtMTdlMi00NDBhLWIyODMtODEwMzM0ODMwMWYwXkEyXkFqcGc@.jpg,en,Nighare,ONELMMSTRREET,SHEWONT WAKE UP AT ALL,
Nosferatu,https://m.media-amazon.com/images/M/MV5BY2FhZGE3NmEtNWJjOC00NDI1LWFhMTQtMjcxNmQzZmEwNGIzXkEyXkFqcGc@.jpg,ro,Robert Eggers,Succumb to the Darkness,Jn @heaters @his @hristmas,
Vampire in Venice,https://m.media-amazon.com/images/M/MV5BNTQ2ZTE1OGEtZjU0Zi00NTM0LTk4ZGItYmEyNWRjNzY0YzNlXkEyXkFqcGc@.jpg,it,Venezia,Nosferatu,9,
Blood and Wine,https://m.media-amazon.com/images/M/MV5BMDE2ZTE1MTctN2Y3Mi00MTgzLThjZmMtZDk4YTkyYmMzMGZjXkEyXkFqcGc@.jpg,en,BLOODS WINE,Stealing a fortune is easy:   Getting away with it is murder:,8,
Breaking the Waves,https://m.media-amazon.com/images/M/MV5BYTdjYjg4MTAtMzU4Ny00ODVkLTlhZDItOThiMDBhODI4MTVhXkEyXkFqcGc@.jpg,en,BREAKING THE WAVES,LARS VON TRIER,"""A POWERFULLY CARNALILOVEISTORYI",
Jingle All the Way,https://m.media-amazon.com/images/M/MV5BNDgzMjQ0YTctZGJhNy00ZjJjLTk5YWMtZmI2YTgwOTJmYWJkXkEyXkFqcGc@.jpg,en,Way,Jingle,Ahhe,
Identification of a Woman,https://m.media-amazon.com/images/M/MV5BY2ExMDZhY2UtYTRiNi00MTcyLTk2MTQtMzI2Njg1MGMzMjQ2XkEyXkFqcGc@.jpg,en,A,UNA,IDENTIFICAZIONE,
Paradise Lost The Child Murders at Robin Hood Hills,https://m.media-amazon.com/images/M/MV5BZmMyNGMyYTktOGRjMi00MTE2LTk0ZjctYWY3MDZjNDMwYjhiXkEyXkFqcGc@.jpg,en,PARADISE,LeS+,THE CHILD MURDERS AT ReBIN HeeD HILLS,
Zero Kelvin,https://m.media-amazon.com/images/M/MV5BMDFiYzM0MzYtZDc2My00NDM1LWIyYTgtM2JkNTA0ZjViOTgyXkEyXkFqcGc@.jpg,nl,KJØ TE R,K J,Norsk,
Ridicule,https://m.media-amazon.com/images/M/MV5BZDhiZjliZGItNGYxYy00MzY4LTg5ZDgtODVmZTQ1MzE1Njk5XkEyXkFqcGc@.jpg,ro,Ridicule,n'epargne personne,1,
The Crucible,https://m.media-amazon.com/images/M/MV5BNTQwMzQ4Y2YtODRhMS00NGQ2LThkZTctMTJkNWM4NzM4N2Q2XkEyXkFqcGc@.jpg,en,CR,BLE,DAYLEWIS,
Strange Deception,https://m.media-amazon.com/images/M/MV5BMWI1MTgxYjctZTE1MC00NjU5LTk4Y2YtODcxM2UzMjlmZGU2XkEyXkFqcGc@.jpg,en,CUMMINGS,YOUNG,Every;,
J ai pas sommeil,https://m.media-amazon.com/images/M/MV5BMjE0OTE4MTQ3OF5BMl5BanBnXkFtZTcwMTM5NjcyMQ@@.jpg,fr,SLEEF,CAN'T,"'Daring and originall""",
Die Hard 2,https://m.media-amazon.com/images/M/MV5BMTA1OGFlZWUtZjE4Yy00MzFmLTlhYjctOGY5ZmZjOWFlOWUwXkEyXkFqcGc@.jpg,af,DE,JOHNVALLOHE,Color by Deluxe,
