Title,Poster URL,Detected Language,Line 1,Line 2,Line 3,Error
Broken Vessels,https://m.media-amazon.com/images/M/MV5BNjY2ZWY2NmYtYTQ4ZS00OTUzLWE2ZjYtZDZjNzc4NDg3NTMzXkEyXkFqcGc@.jpg,no,JASONLONDON,TODD FIELD,FOR SCREENING PURPOSES ONLY,
The Lovers on the Bridge,https://m.media-amazon.com/images/M/MV5BNmYyZTUyNDctNmYwYi00OTIxLWIzMDQtNTRkZDE0MGI3MmVkXkEyXkFqcGc@.jpg,en,JULIETTE BINOCHE,LEOS CARAX,DENIS LAVANT,
Late August Early September,,en,,,,No poster for 'Late August Early September'
American Pie,https://m.media-amazon.com/images/M/MV5BMTg3ODY5ODI1NF5BMl5BanBnXkFtZTgwMTkxNTYxMTE@.jpg,en,There's something,your first jigce,WWWamericanpiemovie com,
Arlington Road,https://m.media-amazon.com/images/M/MV5BMTlmYzA4NGItZTdlMS00YTU1LWEyNjQtNGNiN2M4OWYyOTRlXkEyXkFqcGc@.jpg,en,FEAR THY NEIGHBOR,AT THEATRES SOON,R,
Autumn Tale,https://m.media-amazon.com/images/M/MV5BZjRmMmUwMDctMDcwYS00ZGJlLWJkMzYtNTBjMDEzNzhjYmIyXkEyXkFqcGc@.jpg,et,CONTE,DAUTOMINE,ERIC ROHMER,
The Blair Witch Project,https://m.media-amazon.com/images/M/MV5BNGFmYzA5NzktOTc1Ni00YTIxLWJiZTEtNmEyZjBjNDM2MjRlXkEyXkFqcGc@.jpg,en,THE BLAIR WITCH PROJECT,shooting,footage `,
My Life So Far,https://m.media-amazon.com/images/M/MV5BMWYyN2ZiZWYtZWIzNi00MzNkLWE4YjAtZWQ4M2M3ZGM1Y2YxXkEyXkFqcGc@.jpg,en,LIFE SO FAR,triemphant,MASTRANTONIO,
The Wood,https://m.media-amazon.com/images/M/MV5BZTU4YWU0ZWItODg1MC00OGRjLTk0MjAtYmVhNTQxZGI1MTQ0XkEyXkFqcGc@.jpg,en,WOOD,THE,,
The Velocity of Gary,https://m.media-amazon.com/images/M/MV5BNWQyOGU4ZTEtNzM0ZC00ZjQxLWEyMTYtNjliODMyNzM0OGQ5XkEyXkFqcGc@.jpg,en,OF,GARL,THE,
Ghostbusters,https://m.media-amazon.com/images/M/MV5BMGI0Yjg2ODAtNDYzNi00Njc2LTlkMmMtMmRmYWI5MDE4ZGRkXkEyXkFqcGc@.jpg,en,WHO YA GONNA CALL?,BILL MURRAY  DAN AYKROYD,SIGOURNEY WEAVER,
Ghostbusters II,https://m.media-amazon.com/images/M/MV5BZThjODU5NTMtMWJiNC00NjNkLWJmM2YtM2EzNDg3NjMxYjU5XkEyXkFqcGc@.jpg,en,"JUNE 16, 1989",DAN AYKROYD,SIGOURNEY WEAVER,
Drop Dead Gorgeous,https://m.media-amazon.com/images/M/MV5BZGNiMmMwZDMtMTVhNS00ODExLTgxMTgtMmEwYWU1YTNiYzVkXkEyXkFqcGc@.jpg,nl,@~,7,2,
The Haunting,https://m.media-amazon.com/images/M/MV5BMTU4NzA4MDEwNF5BMl5BanBnXkFtZTgwMTQxODYzNjM@.jpg,en,NNETFLIX,0 F,H 0 U $ E,
Inspector Gadget,https://m.media-amazon.com/images/M/MV5BZDJlODc3NWItODA4MC00ODhiLTllNjMtMzI0ZWFiZDUxODM2XkEyXkFqcGc@.jpg,en,{,INSPECIUR,MATTHEW BRODERICK,
Trick,https://m.media-amazon.com/images/M/MV5BMWFhZWM1N2MtZTFhYS00MGJhLWIwNzMtY2RjOGFhMGY4NGI3XkEyXkFqcGc@.jpg,sk,Trying,Story,Big City,
Deep Blue Sea,https://m.media-amazon.com/images/M/MV5BMTM5OTUyYWYtMGE2OS00ODEzLTk0ZjctZmQ5NzFlNWQ3OTAxXkEyXkFqcGc@.jpg,nl,DEEP BLWE SEA,,,
Mystery Men,https://m.media-amazon.com/images/M/MV5BNThiMzQ3ZmUtYzRmMS00Njg2LWEzM2EtNGI3ZTAwNmFiOTlkXkEyXkFqcGc@.jpg,en,9,UNIVERSAL,,
Runaway Bride,https://m.media-amazon.com/images/M/MV5BNzBjNjBhN2YtYzQwNi00OTVkLWFkNTMtNjU0OWFkNTFmZGQ4XkEyXkFqcGc@.jpg,tl,RUNAWAYBRIDE,9,,
Twin Falls Idaho,https://m.media-amazon.com/images/M/MV5BNjkzODkxN2QtOTE0Ni00ZDgxLTkxMjUtYTM2NGMyMmNhYWNhXkEyXkFqcGc@.jpg,en,twin falls idaho,story:,A different kind of love,
Spartacus,https://m.media-amazon.com/images/M/MV5BNTc4ZjlkNjUtOWZlMS00ODQ0LTg2MWUtMjBkNjMwOTJkOWZmXkEyXkFqcGc@.jpg,ro,SPARTACUS,BLCOD,AND SAND,
Barry Lyndon,https://m.media-amazon.com/images/M/MV5BNmM2MGQ5Y2UtYzA3ZC00ZDJlLTkwNDYtMjBmZGExZDJiN2RlXkEyXkFqcGc@.jpg,cy,STANLEY KUBRICK,STANLEY KUBRICK,OSCARS,
The 400 Blows,https://m.media-amazon.com/images/M/MV5BOTU3YTM0YzQtMmFlOS00OTIxLWFmZjctMDJkOGQxNTVhODM3XkEyXkFqcGc@.jpg,en,LA,MARCEL MOUSSY,FRANCOIS TRUFFAUT,
Jules and Jim,https://m.media-amazon.com/images/M/MV5BM2Y0NmFlMmUtOTgwOC00MjVlLTk3NGEtZWNmYWZlMmI3ODBlXkEyXkFqcGc@.jpg,en,JIM,JULES,et,
Vibes,https://m.media-amazon.com/images/M/MV5BMmQ3YmUxNTYtNmI5YS00YTM5LWEzMTgtNTIzM2EwYzgxMzI4XkEyXkFqcGc@.jpg,de,BES,PUT YOUR HANDS ON OUR HANDS,CYNDI LAUPER,
The Mosquito Coast,https://m.media-amazon.com/images/M/MV5BMjMzZjQwZTctOTQ1Ny00NmVjLWJjNzYtM2EzMzQyYWQ5ODU4XkEyXkFqcGc@.jpg,en,Coast,Mosquito,The,
The Golden Child,https://m.media-amazon.com/images/M/MV5BZDc1ODAwZjItMjE1Yy00ZTczLWI4ODUtYTNlN2ViNWI4MGI0XkEyXkFqcGc@.jpg,en,THE,CHILD,GOLDEN,
Assassination,,fi,,,,No poster for 'Assassination'
Crimes of the Heart,https://m.media-amazon.com/images/M/MV5BN2JhMmNjMjMtYmNmNC00MGFjLTkwYzUtNGE0YjhlMGQzMGVhXkEyXkFqcGc@.jpg,en,SAM SHEPARD,Meg,DIANE,
The Color Purple,https://m.media-amazon.com/images/M/MV5BM2MyZjBlMGItNThkMi00YWExLThlZmUtZmI2MGM3YWE3YTY1XkEyXkFqcGc@.jpg,en,Purple,Color,The,
The Kindred,https://m.media-amazon.com/images/M/MV5BNmMxNjE3MzgtMGVmOC00OTBjLWIxMTktMmFjYmM1NTRjMDM1XkEyXkFqcGc@.jpg,en,KINDRED,THE,Anthony didntask,
No Mercy,https://m.media-amazon.com/images/M/MV5BMTk0MDQwNTM4Nl5BMl5BanBnXkFtZTgwMTc3MDE0MjE@.jpg,en,Rather,,,
Native Son,https://m.media-amazon.com/images/M/MV5BN2Q2NzA3OTAtZDdhOS00NmU1LTg5ZjYtZjJkNjZhNGVhMjY2XkEyXkFqcGc@.jpg,en,Native Son,HBO,APR 6 IOPM,
The Mission,https://m.media-amazon.com/images/M/MV5BZGQ5NGEyYTItMjNiMi00Y2EwLTkzOWItMjc5YjJiMjMyNTI0XkEyXkFqcGc@.jpg,en,MISSION: IMPOSSIBLE,CRUISE,TOM,
Allan Quatermain and the Lost City of Gold,https://m.media-amazon.com/images/M/MV5BMGQyYWJmNGQtOGUyZC00NThkLWEwMmUtMTgxODc3Zjg0MDE0XkEyXkFqcGc@.jpg,en,(hamberlain,Richard,Stone,
The Morning After,https://m.media-amazon.com/images/M/MV5BMjQ5ZTkxMDItMGE1Mi00YzlhLThmYTgtYTI0OWVlZDNjNzM3XkEyXkFqcGc@.jpg,en,JANE FONDA  JEFF BRIDGES,THE MORNINGAFTER,hope,
Radio Days,https://m.media-amazon.com/images/M/MV5BMTYwNDg1NDYzOF5BMl5BanBnXkFtZTcwMDIwMzg4NA@@.jpg,so,R A D,D A YI,,
From the Hip,https://m.media-amazon.com/images/M/MV5BYWU2YTM2ZjMtMzgyNS00NWEyLWJlOGYtYTQ5NjkzODhhMTNjXkEyXkFqcGc@.jpg,en,FrOM,GETTING TO THE TOP MEANS,LIKE A DOG,
Outrageous Fortune,https://m.media-amazon.com/images/M/MV5BMTY0YjhiNGMtZjQzZS00NTJhLWEwZTEtMjMxM2ZhM2VlMTZhXkEyXkFqcGc@.jpg,fr,FORTUNE,,,
Deadtime Stories,https://m.media-amazon.com/images/M/MV5BNjMxN2U3NTAtYzgwNi00NmMyLTkzNjMtMTZmOWZiOGRhNDk5XkEyXkFqcGc@.jpg,de,terrifying nightmares,You'Il pray for dawn,now come to life,
Light of Day,https://m.media-amazon.com/images/M/MV5BZThiY2RhNTAtNTk5ZC00MWNjLTkyYTctODk2NWIwY2JhNDZlXkEyXkFqcGc@.jpg,en,GENA ROWLANDS   JOAN JLTT,MICHAEL JFOX,closing,
Wanted Dead or Alive,https://m.media-amazon.com/images/M/MV5BZDg3NWU5NTgtMTdjZC00YmYwLTk1N2YtNTE2NjFkMDIwZTI2XkEyXkFqcGc@.jpg,en,WANTFD:,WANTED,MCCANLES,
Frances,https://m.media-amazon.com/images/M/MV5BOTY0NDQ2NzQ2N15BMl5BanBnXkFtZTcwMTU0OTkwOQ@@.jpg,fr,Francës,1a,T T,
Plenty,https://m.media-amazon.com/images/M/MV5BNmY4N2Y0YzktZjVkZi00OGYwLThjYmYtNDFiNzM0NzNiM2JjXkEyXkFqcGc@.jpg,en,Meryl Streep,for nothing less.,of passion.,
The Iron Giant,https://m.media-amazon.com/images/M/MV5BODM4ZjZjMGEtYmFiMy00MThjLWIzZjUtMDU0ODg1NTI2MzIwXkEyXkFqcGc@.jpg,en,MNHT,IT CAME FROM OUTER SPACEI,AvG 6,
The Sixth Sense,https://m.media-amazon.com/images/M/MV5BZWQ2OTY0M2UtMTQxNC00MmIzLTllNDQtNDQ0MTQyYzI2M2ZiXkEyXkFqcGc@.jpg,en,Tou(h,Tastf,Sigh,
The Thomas Crown Affair,https://m.media-amazon.com/images/M/MV5BOTEyMjkzYmYtMDJkNi00NjFiLTlmNDgtMWIzOTUyZDJkZmMxXkEyXkFqcGc@.jpg,en,AFFAIR,RENE RUSSO,PIERCE BROSNAN,
The Thomas Crown Affair,https://m.media-amazon.com/images/M/MV5BOTEyMjkzYmYtMDJkNi00NjFiLTlmNDgtMWIzOTUyZDJkZmMxXkEyXkFqcGc@.jpg,en,AFFAIR,RENE RUSSO,PIERCE BROSNAN,
The Acid House,https://m.media-amazon.com/images/M/MV5BNTQ0ODVlZjYtZDNjMy00ZDI4LWE2MmItODE5NmYyODg1ZTE4XkEyXkFqcGc@.jpg,en,The Acid House,100%,youth,
The Adventures of Sebastian Cole,https://m.media-amazon.com/images/M/MV5BOWY3ZGUzYWItZWZkMC00ZDIwLTkzNWUtNjRiZTliOTViNmE0XkEyXkFqcGc@.jpg,en,COLEL,SEBASTHAN,THE ADVENTURES OF,
Stiff Upper Lips,https://m.media-amazon.com/images/M/MV5BMThmZGU0NTMtNjllOC00YzUxLWI2MzgtZTg1ZTRhZmY5Y2VmXkEyXkFqcGc@.jpg,da,Uppe,Lips,Stiff,
The Yards,https://m.media-amazon.com/images/M/MV5BNTk4OTZlOGQtMWQ4ZS00ZWViLWJhY2QtMjkxZjUyMGEwNWE0XkEyXkFqcGc@.jpg,en,YARDS,"""SENSATIONALLYTHRILLING;",THE,
Bowfinger,https://m.media-amazon.com/images/M/MV5BOGVjOTM3NDEtMTE4Zi00OTVkLTkyYTYtNTk0OWY4NDAxZjRkXkEyXkFqcGc@.jpg,de,STEVE MARTIN,EDDIE MURPHY,Together for tjle jirst time.,
Brokedown Palace,https://m.media-amazon.com/images/M/MV5BNDM1NmViY2QtMWZlZC00OTVkLTg0ZjEtMzQzOGNlMDM3OGMyXkEyXkFqcGc@.jpg,en,brokedown palace,august 13,Claire Danes,
Detroit Rock City,https://m.media-amazon.com/images/M/MV5BZTA4MDM5OGItMGE5YS00YTEyLTk3ZTEtM2I3ZjMzODM3NzA5XkEyXkFqcGc@.jpg,en,0,KISS THE RULES GOODBYE,,
Alice et Martin,https://m.media-amazon.com/images/M/MV5BYzQ2ZDM1YjUtMTMyYy00ODE1LTk2MDAtMWQ2YWFjMzU1YWYxXkEyXkFqcGc@.jpg,fr,Alice,Martin,et,
Better Than Chocolate,https://m.media-amazon.com/images/M/MV5BMTQzMTA2MTQwNF5BMl5BanBnXkFtZTYwMjg5NzQ3.jpg,en,,,,
Head On,https://m.media-amazon.com/images/M/MV5BMTMyNDhjZmYtNjY0Yy00N2M4LTlmNmUtNWY1MThmYmRmNTMxXkEyXkFqcGc@.jpg,en,BIROL UNEL,SIBEL KEKILLI,54,
Cobra,https://m.media-amazon.com/images/M/MV5BYjA3NDkwNzktNjJkYi00ODNhLWFhYzQtYzk5NjU4MDM0OWZmXkEyXkFqcGc@.jpg,es,NETFLIX,PART 1 JULY 18,TWO LEGENDS. ONE DOJO,
Never Talk to Strangers,https://m.media-amazon.com/images/M/MV5BNDIyM2U0OTYtZjY2MS00NTc2LTllZGEtMTA5NDFhNDFiYmM3XkEyXkFqcGc@.jpg,no,NEVER,TALK TO STRANGERS,Re B ECCA DE MoRNAY,
The Raven,https://m.media-amazon.com/images/M/MV5BZTA1NjdmZmItZTUxZS00YWI4LWFlODUtMmIyMWRhNWRiN2MyXkEyXkFqcGc@.jpg,en,SNIPER,GROUP,UKRAINIAN STATE,
The Tingler,https://m.media-amazon.com/images/M/MV5BZWZmN2VlMmEtN2EyNy00YTQ0LWI1OGQtYjhmNjhkNDAyMzhjXkEyXkFqcGc@.jpg,en,The Tingler,WHEN THE SCREEN SCREAMS,IF YOU VALUE YOUR LIFE!,
Pit and the Pendulum,https://m.media-amazon.com/images/M/MV5BZDBiNjRhMDctMDA5Zi00YmVkLWEzMTMtMGU5NjI5MTE4Y2E0XkEyXkFqcGc@.jpg,en,PIT,Edgar,PENDUULUM,
The Tomb of Ligeia,https://m.media-amazon.com/images/M/MV5BNjgxNTM0Nzk0OV5BMl5BanBnXkFtZTcwMTgyMTM4NA@@.jpg,en,LGBJA,wedding hight,"loved with the ""Female Thing""",
The Masque of the Red Death,,en,,,,No poster for 'The Masque of the Red Death'
Tales of Terror,https://m.media-amazon.com/images/M/MV5BN2ZkMzg1NWMtMzg0YS00NThiLTllMGMtYjUwMTlhYzc5MTdkXkEyXkFqcGc@.jpg,en,TeRROR,COLOR,VINCENT PRICE,
Cat s Eye,https://m.media-amazon.com/images/M/MV5BM2JjMWI1M2YtYWEyMS00MmFlLTljMzgtZWNjNTA1ZTk2OWU1XkEyXkFqcGc@.jpg,en,EYES,,,
Damien Omen II,https://m.media-amazon.com/images/M/MV5BODBiODQ3N2UtNWY1NS00MDA1LWIyNjgtNTdmZjRlNzg1ZjIxXkEyXkFqcGc@.jpg,de,OMEN I,DAMEN,The first time was only a warning.,
The Final Conflict,https://m.media-amazon.com/images/M/MV5BZmJkNDYzNzktZThmNC00MmRjLTliMzgtOWY2ZmI1ZTkwYTAyXkEyXkFqcGc@.jpg,en,THEFINALCONFLICT,THE,OF,
Airplane II The Sequel,https://m.media-amazon.com/images/M/MV5BYTdhM2JiMDItN2EwNi00YzIzLWE0ZGYtNjk1YzhlY2QxZTNlXkEyXkFqcGc@.jpg,en,KIppLane,0,THE,
An American Werewolf in Paris,https://m.media-amazon.com/images/M/MV5BOTc0MjBjY2QtYThlZS00MGM0LWFjMjEtMzA4ZTg2MWNmMTg5XkEyXkFqcGc@.jpg,en,AnAmericanWNerewolfinParis,Things,are about to get a little hairy:,
National Lampoon s European Vacation,https://m.media-amazon.com/images/M/MV5BNGIwMGZlZDUtOWVlNS00Nzg3LWI2MjUtZTUxYjVmNTVlZTE0XkEyXkFqcGc@.jpg,en,EJROPEAn,A,,
National Lampoon s Vacation,https://m.media-amazon.com/images/M/MV5BOWQ3ZTg3MzYtOGU0Yi00NjgyLWFkNmMtMWFlZWE3MTkyOTdlXkEyXkFqcGc@.jpg,en,Special Appearance by_JOHN CANDY]  And introducing CHRISTIE BRINKLEY   Original Music by RALPH BURKS,Every summer Chevy Chase takes his family on a little trip:,Screenplay by JOHN HUGHES   Produced by MATTY SIMMONS   Directed by HAROLD RAHIS,
Funny Farm,https://m.media-amazon.com/images/M/MV5BNTg5OWE5NDQtODE0Mi00Nzg3LWI0YTYtYjc4YjVhNTlmMzY3XkEyXkFqcGc@.jpg,cy,EHASE,FUNNJ,FARM,
Big,https://m.media-amazon.com/images/M/MV5BMTU0YjUyNDctYmM0OC00OWU5LWJmNTMtODY5Njc4MzVlMWE2XkEyXkFqcGc@.jpg,tl,NETFLIX,MAY 23,THE FINAL SEASON,
Problem Child,https://m.media-amazon.com/images/M/MV5BMDllZDU1NzctM2I3NC00MDBmLTg4NGYtNmIzOTU1NTc3ZDFjXkEyXkFqcGc@.jpg,en,PROBLEMCHILD,They were all seven once:,Attila the Hun:,
Problem Child 2,https://m.media-amazon.com/images/M/MV5BMWRkZGVmZTItYWQ0MS00YzhlLWJkMTEtZDcwMThiYTcwYzAzXkEyXkFqcGc@.jpg,en,PROBLEM CHILD 2,"This summer; Junior has a brand new friend,",Hesbad Shes worse,
Little Nemo Adventures in Slumberland,,en,,,,No poster for 'Little Nemo Adventures in Slumberland'
Oscar and Lucinda,https://m.media-amazon.com/images/M/MV5BMzM4MjJmMGEtNmRjMi00NGUyLTg3YjItZGEzYmNlMWY3NzRmXkEyXkFqcGc@.jpg,pt,LUCINDA,PALPH FIENNES,CATE BLANCHETT,
Teaching Mrs. Tingle,https://m.media-amazon.com/images/M/MV5BNGNiNTc5YTEtMTY3Zi00NjZjLWI2MDItNDk0NDU0MmQyNDEzXkEyXkFqcGc@.jpg,en,TO GET TAUGHT A LESSON,WICKED NEW FILMFROM KEVIN WILLIAMSON,DIMENSION,
Love Stinks,https://m.media-amazon.com/images/M/MV5BMzg0YjQ4NzktMjQ3OS00YzNmLWJjNWItYWM1OThmZDJhOTI5XkEyXkFqcGc@.jpg,da,LOVE,FRENCH STEWART,TYRA BANKS,
Perfect Blue,https://m.media-amazon.com/images/M/MV5BMzAwNDIzMzEtZDZkNC00ZDQ4LTk3ZDMtZjVhMTU2YzgzZTZiXkEyXkFqcGc@.jpg,en,PERFECT BLUE,A SATOSHI KON,FILM,
In Too Deep,https://m.media-amazon.com/images/M/MV5BYjc4ZmViMzYtMDFhMi00MDg4LTljNzAtZGZiMjk3NjYwMDAyXkEyXkFqcGc@.jpg,nl,@,Stanley Tuccl,Omar Epps,
The Source The Story of the Beats and the Beat Generation,https://m.media-amazon.com/images/M/MV5BMTk4NjUxMzgxNV5BMl5BanBnXkFtZTcwMzYwNzYxMQ@@.jpg,en,"""A Must-See Illuminales Decades","ol Bohemian Aclivism: Exhllaraling""",,
Iron Eagle,https://m.media-amazon.com/images/M/MV5BNTA5ZmE1OWUtYjk1My00ZDQ0LWJiMGYtMGQwZTkwZTRiZDI1XkEyXkFqcGc@.jpg,en,Doug,ot beingan American,,
Iron Eagle II,https://m.media-amazon.com/images/M/MV5BNTZmYjNlNWUtODlhOS00MWVlLTk5OTYtYTY1YzJjNDY4YzAyXkEyXkFqcGc@.jpg,en,holding the word hostage:,General Chappy Sinclair is leading a squadron o,American and Russian renegades against an outlaw nation,
Iron Eagle IV,https://m.media-amazon.com/images/M/MV5BYTEzZGJhMDgtZGFjYi00Zjk2LWE3MDYtZDc2NjFjZTkyYjkxXkEyXkFqcGc@.jpg,en,EAGLB,IRON,BACK,
Hamlet,https://m.media-amazon.com/images/M/MV5BNGNjM2NkMmItMjg4YS00OWZiLTk4ZTAtMTUzMzhkNTUxZDc5XkEyXkFqcGc@.jpg,tr,Gerard Depardieu,Jack Lemmon,Billy Crystal,
Male and Female,https://m.media-amazon.com/images/M/MV5BOTIzM2JkNWYtMTQyNC00N2Q2LTk1NjMtMzE4MDg0YTUyNTYwXkEyXkFqcGc@.jpg,en,MALE,GLORIA,SWANSON,
Medicine Man,https://m.media-amazon.com/images/M/MV5BYmU0NDc3N2QtMDkwYy00NTdkLTg5NzgtZjQ5MThjOTUyOWNjXkEyXkFqcGc@.jpg,it,Medicine,Man,B R A C C 0,
Die Spinnen 1. Teil - Der Goldene See,https://m.media-amazon.com/images/M/MV5BMWVkNzdiM2EtY2MzNi00N2M1LTk0NTAtOGRkNjRiOGMzZmQ2XkEyXkFqcGc@.jpg,de,goldene,Jee',,
On the Ropes,https://m.media-amazon.com/images/M/MV5BMGE0ZTQ5NGUtZGI4Mi00ZjVmLTg1MzItMDhjZTcyM2YzZDhhXkEyXkFqcGc@.jpg,en,ALL FIGHTS,NOT,ARE IN THE,
Rosie,https://m.media-amazon.com/images/M/MV5BMTk0Mzg1MTU1MF5BMl5BanBnXkFtZTgwMjU3ODI2MzE@.jpg,af,COLLINS,CLAFLIN,Sometimes,
The 13th Warrior,https://m.media-amazon.com/images/M/MV5BY2IwMTYyNjctYzhjZi00Y2Y3LWE3NjktMGVjMjFhNzk0NWFjXkEyXkFqcGc@.jpg,en,WARRIOR,13TH,THE,
The Astronaut s Wife,,en,,,,No poster for 'The Astronaut s Wife'
Dudley Do-Right,https://m.media-amazon.com/images/M/MV5BYTkyOGFiMTMtMjc1NC00Yzc2LWFlZmQtMDM4ZTU3YjhjYzE4XkEyXkFqcGc@.jpg,en,DUDLEv,'George ot,the Jungle,
Bure baruta,https://m.media-amazon.com/images/M/MV5BNWIwN2ZkODQtMmNiYy00ZGU3LWE0ZDctN2ZiZTg4M2MyMWZhXkEyXkFqcGc@.jpg,id,BALKAN,WINNER,CABARET,
A Dog of Flanders,https://m.media-amazon.com/images/M/MV5BMjA2YzZjN2QtMWJhMi00Njg5LWEyMmItODVhMTAwYmE3MTJiXkEyXkFqcGc@.jpg,da,ITs,YOURE,Its,
The Lost Son,https://m.media-amazon.com/images/M/MV5BZjZjZjkyMWMtMDE0NS00NWFkLThlMDEtMjNhOTA2MjhiZmQwXkEyXkFqcGc@.jpg,en,the,SON,,
Lucie Aubrac,https://m.media-amazon.com/images/M/MV5BZTk4NDA1MzItNzJmYi00YjE3LWI2ZTctMmE3ZWM5MWE3OTUzXkEyXkFqcGc@.jpg,es,5,CAROLE BouQUET,DANIEL AUTEUIL,
Chill Factor,https://m.media-amazon.com/images/M/MV5BNGU0ZmQ3YTgtODI0NS00OWQ5LTk3YWItODhkYzQ0OWViN2ViXkEyXkFqcGc@.jpg,en,FactoR,CHILL,gooding;,
Outside Providence,https://m.media-amazon.com/images/M/MV5BMTMyODE2NjA0Nl5BMl5BanBnXkFtZTcwNzIzODgxMQ@@.jpg,pt,"""Sidesplittingly",Iil,,
I Woke Up Early the Day I Died,https://m.media-amazon.com/images/M/MV5BN2RiNGIxZmYtNDA3NS00NGY0LTk3YzItZDc3YTg0NjJjOGNkXkEyXkFqcGc@.jpg,en,ED,S,BIBD,
Stigmata,https://m.media-amazon.com/images/M/MV5BMTQwMDA1NzI4OV5BMl5BanBnXkFtZTcwNzM4MjM3NA@@.jpg,tl,STIGMATA,4,THE MESSENGER MUST BE SILENCED,
Stir of Echoes,https://m.media-amazon.com/images/M/MV5BY2FkMzA3MzQtMjQ1Mi00NjI1LTlhNTYtNjQ3ODEwOWY1MDUxXkEyXkFqcGc@.jpg,en,opened.,Some'doors,weren't meant,
Best Laid Plans,https://m.media-amazon.com/images/M/MV5BYWJiMjEyM2EtMWEwZC00MWFjLTg5ZTctMzBkYjgxNjhlZWI3XkEyXkFqcGc@.jpg,de,LAID,BEST,PLANS,
Black Cat White Cat,,en,,,,No poster for 'Black Cat White Cat'
The Minus Man,https://m.media-amazon.com/images/M/MV5BMGQ2YWMyMWUtYjZlYy00OGZlLWI4MjItYjNmZjM5YTExNDI3XkEyXkFqcGc@.jpg,en,AInug,Han,the,
The Adventures of Milo and Otis,https://m.media-amazon.com/images/M/MV5BYWIwNDRlZjQtODQ2Yy00ZTFkLWFlMzctYzk2MWQ2OWQzOTk3XkEyXkFqcGc@.jpg,en,OTS,Mizo,ninelives andabest friend.,
Only Angels Have Wings,https://m.media-amazon.com/images/M/MV5BMDE0ZDk3MjQtOTE5Ny00MTM3LWIyNGUtZWZjOWU0YmE3NGI1XkEyXkFqcGc@.jpg,en,ONLY ANCELS,HAVE WINCS,PICTURE,
Othello,https://m.media-amazon.com/images/M/MV5BOWM4MjQ3MGEtMGNmYS00NjJhLWFhMTUtOTg4N2Y3N2FjZjE5XkEyXkFqcGc@.jpg,en,ORSON WELLES,magnificent screening of,immortal tragedy .,
Queens Logic,https://m.media-amazon.com/images/M/MV5BOGRiOGRiNzgtM2IyMS00NzU5LTkxMDktMWRhMzUyNTI5YWM3XkEyXkFqcGc@.jpg,fr,QUEENS LOGIC,"extremely enjoyable comedy""","""Its a fun movie...quirky and",
Public Access,https://m.media-amazon.com/images/M/MV5BMjI4N2Q5OGQtODE3ZS00ZTM3LWFlODUtZTFlYzkxYWMzYzk5XkEyXkFqcGc@.jpg,en,PUBLIC,ACCESS,What's wrong in Brewster?,
Saturn 3,https://m.media-amazon.com/images/M/MV5BMzc1NjVmNGEtMzU2ZS00MjI5LWJhODYtMzMzN2VkNjc2NTU3XkEyXkFqcGc@.jpg,en,1,watching,thing,
A Soldier s Story,https://m.media-amazon.com/images/M/MV5BMTg0NjY2MjMzOV5BMl5BanBnXkFtZTgwODgxNTI5NjE@.jpg,en,A 60'$ LOVE STORY,IAN HARDING,NNA LYNCH,
The Forgotten,https://m.media-amazon.com/images/M/MV5BMjAwMjIyNjU4NV5BMl5BanBnXkFtZTcwNjE3NjYyMQ@@.jpg,en,,,,
Nightmares,https://m.media-amazon.com/images/M/MV5BMjUxNzhiYWEtMTUzMS00Y2RhLWFhOWUtODNmMDM2OTBkMWZkXkEyXkFqcGc@.jpg,en,NIGHTMARES,,,
I Saw What You Did,https://m.media-amazon.com/images/M/MV5BZDI2YjkyNWItMTI5Yi00YzY2LTgyZDQtNGQyNzg5YzY0NjU5XkEyXkFqcGc@.jpg,en,JOAN CRAWFORD,DID,UXORICIDEL',
Yellow Submarine,https://m.media-amazon.com/images/M/MV5BYWI1MGU0ZGQtMGUwYS00M2IxLThkZmMtZDM3M2NhNzdjOTFjXkEyXkFqcGc@.jpg,en,The Beatles,Subanarine',Yellowv,
Blue Streak,https://m.media-amazon.com/images/M/MV5BY2RmODQxZmQtZjAzYy00MWQxLWFmN2MtMWJiOGIxOGQxOWU4XkEyXkFqcGc@.jpg,en,BLUE,,,
For Love of the Game,https://m.media-amazon.com/images/M/MV5BNjA5ZDZkMTctYmVhOC00ZDQzLWE3MTctNWIyZmRhOGZhMDM4XkEyXkFqcGc@.jpg,en,FOR LOVE OF THE GAME,9,THIS FALL,
Caligula,https://m.media-amazon.com/images/M/MV5BYjllZjhiZWUtMTM1OC00YWJkLWJkOWUtMWZlNzBhNjM2M2QxXkEyXkFqcGc@.jpg,tl,CALICULA,MALCOLMMDOWELL,GG,
A Hard Day s Night,https://m.media-amazon.com/images/M/MV5BN2E4NGU3OWUtNTFiYS00NTVhLTgzMDUtNmI0NGM2OTBlNGFiXkEyXkFqcGc@.jpg,en,HARD,DAY,THE WAR FOR A DIRTY SECRET,
Sugar Town,https://m.media-amazon.com/images/M/MV5BMTYzNTM5NzI2MF5BMl5BanBnXkFtZTYwODY5Mjg5.jpg,id,SUGAR,MCHAEL,ShEEDY,
